feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,target
0,0,0,1,cat_7,cat_1,cat_0,,0.6140836624815795,0.6837686555876469,-1.4370491840943993,1.3066775002834168,1.6994054482118317,0.4662890890377091,1.0181131984005538,-1.1061284161937306,0.7673015360554813,1.3918143276544255,0.4438757338330776,-1.203772918203995,cat_2
1,0,-1,0,cat_0,cat_0,cat_89,,,-0.36932374096114473,2.019574609030321,2.0014267853538614,1.10869971323888,-0.20560026016645266,-0.5546698799618579,-0.6866818512229631,1.6217508238326268,-0.19200595416809546,-0.027995068675500074,0.07320336674533068,cat_1
1,0,-2,2,cat_0,cat_0,cat_64,0.5391705957188272,1.2979977883365632,0.6123753283500983,-1.214520635391809,0.46458365361767295,-0.22321071018347763,0.08455004237757445,-1.0969699016155308,0.3122039605085327,0.39425987450696026,1.5163852821508226,-1.0009132784170487,0.9999462373944266,cat_2
0,0,-1,0,cat_4,cat_0,cat_1,1.1001189785221788,2.3211931995402897,0.2939860568589032,-2.3541830138493727,2.5927307099973778,0.16425478129404175,1.8106832980452678,0.9299846346163538,-0.6901775945216381,1.504919072463063,0.18460820949569506,0.02945405664913364,-4.380353249305653,cat_2
1,0,0,0,cat_0,cat_0,cat_34,2.009943687411967,2.9863648983654585,1.2196378989733965,-1.8896450384637258,0.24218591555819782,-0.6079653282965082,2.600741681598447,-2.5177112205713907,-1.06684517272787,-0.6529955340654139,-1.1836643802385514,1.457310814815387,-2.1814411601095713,cat_2
0,1,1,1,cat_4,cat_0,cat_163,0.41952042229916764,2.165966047855002,1.0857474424563922,-2.9960624681025005,-0.5547240311920657,0.02285834870830488,-2.048446815658732,-0.24597220811879583,0.2397166945192812,-0.27798768913282684,-2.4981278812413694,0.03086220515638509,0.3523643863411219,cat_0
0,1,0,3,cat_0,cat_0,cat_156,,0.9283772482394683,1.544638134875728,-2.3588830191027785,0.8187256899774321,-0.4498418936105008,-1.022599626519295,-1.9191517510092528,0.8358416558073609,0.484055373071401,0.13148164630733947,0.01197500132309081,2.0673238686938293,cat_2
1,0,-2,2,cat_4,cat_0,cat_134,,0.9126467670003895,-0.46822297473605917,-1.0248621126977875,-0.39559180434341107,-0.7050267954232472,-0.4684257468408299,0.08586589301144631,0.2699919376717956,0.5731297222402869,0.6487537570927483,-0.3757955840521107,0.40553327914618287,cat_2
0,0,-1,3,cat_1,cat_0,cat_64,0.4896708099185776,1.5638118449232477,0.3401895796698425,-1.5771544042861931,1.1945677715796958,1.1732061033946355,0.08120362909073753,-0.9650149396911993,-1.8199612386153785,-0.057565270770799405,-0.13979903331009932,0.9875757863777033,2.04156410842209,cat_2
1,1,-1,3,cat_0,cat_0,cat_30,1.3438620568438746,,0.6693886564068928,0.14567548000333053,-0.9613672450624142,-0.4279921878107558,0.26820946750673547,-2.1200850392149073,1.2019707297555513,0.8609572959428997,-0.41120578548582054,-0.378298110334444,-3.2693663389264183,cat_1
0,1,-2,-1,cat_0,cat_7,cat_106,,2.8129103321567186,0.6713863524597161,-3.700013002015145,0.6911421626887275,1.3495971117964294,0.6086959972856172,-2.638954795298196,-0.007127972368710012,1.491208696682911,1.0647479664632813,-0.2995695917539184,-3.024401171437535,cat_2
1,1,-3,0,cat_0,cat_7,cat_63,1.1707464977508475,1.0324266475348214,-1.7268130109532724,-3.8770024234364397,-0.6221794703435398,0.9346835647652306,0.39908296237927204,-1.5072943167778639,0.26944446817115897,0.4057671607945538,1.28958517883392,0.24371060406871076,-2.110756073704417,cat_2
0,1,-2,-3,cat_0,cat_0,cat_66,0.5775179566489024,1.2157551104564635,0.3749454880397652,-0.5988444317479982,-0.4115635984053296,1.3648771372808186,0.9624724195125016,-2.364295287517034,-0.4000234820913925,-0.5080217181133924,-0.816025835395486,0.6511931994996226,-0.9759792241903401,cat_2
1,0,0,0,cat_7,cat_0,cat_171,0.8528162171147569,0.4997051168382227,1.107715927734274,0.8540385685972005,0.11809583256529214,1.3610100494907336,0.6028703671346198,-1.751822313810006,1.0858516522336428,-0.6728376607107112,1.2603863504620842,-2.881805913755654,2.3171404261684643,cat_0
0,1,-1,0,cat_0,cat_0,cat_67,,1.8962042294840233,0.5471045323639137,-2.5720245920592353,0.25264759509595597,1.007780737884401,0.807969472647549,-2.2694089734732708,-0.12604174919427924,-1.0296845376656714,1.201091830268603,1.2163795355648381,-1.7535158071438124,cat_2
1,1,-1,0,cat_0,cat_0,cat_71,,,0.1855178622661997,1.2439385987098064,1.8525340322829844,0.08368836510966443,-1.0144239568234104,-0.17237927673025744,-0.40807001875252,-1.8123388105597371,0.6917516559114617,-0.5950689019546378,0.33828328869613156,cat_1
0,1,2,-1,cat_4,cat_0,cat_111,,,-0.45295965997441817,-1.1528092447219298,-0.5507587923394586,-1.633769987615074,0.3448847734496847,-2.426981167963583,0.3339825162374542,-0.4588923073731538,0.6437316247792887,0.21768410867126026,-1.172134422770739,cat_0
0,0,0,0,cat_0,cat_7,cat_2,,3.939255579317673,1.598940442222459,-1.1879779070529146,-0.053467614328824214,0.7043305142137471,-0.8021624366721541,-2.0359489671321502,0.21049768709448563,-0.07222941246830895,0.9101177492079979,1.2138331363290682,-3.975091191901097,cat_2
0,1,0,0,cat_0,cat_0,cat_169,,,1.0527723950968688,-2.2601106385943135,-1.4860618787749127,1.1552213553446884,-2.563258982685337,-1.4090311698983449,-0.9203167160450462,-1.6027077297651298,1.0151776472186476,0.23099091465318827,-0.0919631145070281,cat_2
1,1,-1,1,cat_0,cat_0,cat_169,,,1.2125098451024106,0.17185124319375422,-0.24474212180944963,-1.9834689829830519,0.8742859433228917,-0.47058261766044607,-0.23745673534680492,1.858561708129235,-0.5400605985315591,-0.22314592606134212,3.4487794277633816,cat_2
1,1,0,1,cat_1,cat_0,cat_162,0.022768766847910238,,0.25063484064779135,-0.3815316152349909,-0.03247447504826162,-0.3258060333582207,-0.17006699406720718,-1.3729852220319083,-0.7187578178384744,-0.14592085119944337,-1.200814063847117,-1.248083279535655,0.5208958263836571,cat_2
0,1,-2,-1,cat_1,cat_0,cat_170,0.5714758829708461,0.8724738741453704,-0.512646915276128,-2.8914268914239862,0.13017781219329064,-0.3638165743504028,-0.924333579647704,-0.7766493509299982,0.4509129073583648,-0.20095173438519487,-0.13651211564233245,-1.1324192487497204,-1.9770849625992561,cat_2
0,1,0,0,cat_0,cat_0,cat_3,,,0.06679592219696791,-0.5046067970254924,-0.4725736026707062,-0.7531987690752258,-0.16873978557436706,3.3885322789200436,0.7225402896821614,0.34380407669022967,-0.5202576830131304,-0.8788447046441553,-2.2304401039213246,cat_1
1,0,0,0,cat_0,cat_0,cat_130,0.5736824591918762,1.0093934213353966,1.3025300871154208,-1.9751458005294782,-0.763914050385485,-0.21717398116252884,-1.0006438592857378,0.6998939803568507,-2.278396086623802,-0.5914505526364906,0.6232908189556047,0.8257050606571412,-2.353070411352945,cat_2
1,0,1,0,cat_0,cat_0,cat_4,1.2311210293611574,0.9314523203988948,-0.20017099561071733,-0.32741123995058885,-0.08141544387739616,1.124903972290708,1.399096651553491,0.8935828546495806,-0.19885648766600392,0.91771621333602,-0.5032835711064291,0.543654242099528,-1.7944764688199308,cat_0
1,1,0,0,cat_4,cat_7,cat_162,,,-0.260713151418742,-1.8403711518242687,1.6629562459702376,0.3225071689670095,-0.25147586755175505,-1.3704384537468284,0.6340242068572055,-1.049210059969238,-1.922994094618903,2.7227907068412414,0.19762447946958817,cat_2
1,1,-1,-2,cat_0,cat_0,cat_66,0.16284466849438997,,-0.08410706384351242,0.5158856398107428,-0.25147035910053,0.8802274680940069,0.7278543948400441,-0.9634543901429324,1.4934173631229977,0.1603762300919892,0.19946502504757563,1.1681461900766363,1.7809121272506316,cat_2
1,1,0,0,cat_0,cat_1,cat_130,1.0830738425303936,1.6273177813647361,1.0166062803337705,-1.3754808065099449,-0.8300911749659661,1.2986440472748133,0.48886748853673917,2.001168146066114,0.08268840275892844,-1.3504755597676825,-0.1388889608266825,1.1942745566392672,2.1460872806209497,cat_2
1,0,0,0,cat_4,cat_0,cat_49,0.8382400841049089,0.002447144373112331,-1.0350696627749207,1.1328928667625178,-0.681060065133187,-1.6575948961945757,0.7689010593073972,0.7484466116961148,1.4158841513844418,-0.06117498781833837,-0.5494483768203932,0.3206224581317412,1.197256536041201,cat_0
0,1,-1,-1,cat_0,cat_0,cat_90,,0.06316171742433485,0.9546066456662377,-1.367237895959099,-1.1189936414639723,0.5454050127887118,-0.7161355995681417,1.104558477489801,-0.4711800264729732,-1.8855213584367732,1.3282608555635322,-0.4422032761667474,-0.9225836805573524,cat_2
0,1,0,1,cat_0,cat_0,cat_38,1.6909640218128916,,0.23504463695568992,-4.220450009834627,-0.6870419808416345,-1.0529739569394643,0.6189532053564191,-1.0875903769301243,-1.1705840255707485,1.3275073705697444,0.6412160621378887,-0.3005881076628943,0.8340475387752813,cat_2
0,1,-4,-2,cat_1,cat_0,cat_66,1.3284194333304002,,0.7386027268436602,-0.7110756790972899,2.3024836422338413,-1.7625540687242982,-0.9783065298601615,2.6061916545766226,-1.7497487008885435,0.22571321850366854,-0.6860858058314181,1.0093177127930824,0.33868844489190153,cat_2
1,0,0,2,cat_0,cat_7,cat_132,0.06424610295516948,0.7770981773734404,1.7362226744725748,-0.7568344338587893,0.8461748457239076,0.16128712657834404,0.2456125877271623,-2.070073942945657,-0.326970443438337,0.7411923641626912,-0.26493382797003,-0.6018280673954659,1.958700064143708,cat_2
1,1,2,1,cat_0,cat_0,cat_91,0.4000846702730903,,0.6609441374675982,0.6342687852024587,-0.27984936948119354,0.2791518793122366,-0.5973821958304697,-2.841340558970826,0.9707499964288243,1.428542392703725,-2.138192072655602,0.9413626233216986,1.282335214332909,cat_0
